suite,task_id,scenario_id,model_id,seed,init_id,track_id,track,status,failure_type,failure_stage,mse,mse_db,rmse,x_dim,y_dim,T,q2,r2,inv_r2_db,nll,recovery_k,t0,severity_r_scale,timing_ms_per_step,train_time_s,eval_time_s,adapt_time_s,total_time_s,train_updates_used,train_outer_updates_used,train_inner_updates_used,adapt_updates_used,adapt_updates_per_step_max,train_max_updates,adapt_max_updates,adapt_max_updates_per_step,cache_enabled,cache_hit,train_skipped,cache_key,run_dir,error
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,maml_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,maml_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,maml_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,maml_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,maml_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,maml_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,maml_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,maml_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,maml_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,maml_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,mb_kf_nominal,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,mb_kf_nominal,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,mb_kf_nominal,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,mb_kf_nominal,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,mb_kf_nominal,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,mb_kf_nominal,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,mb_kf_nominal,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,mb_kf_nominal,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,mb_kf_nominal,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,mb_kf_nominal,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,mb_kf_oracle,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,mb_kf_oracle,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,mb_kf_oracle,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,mb_kf_oracle,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,mb_kf_oracle,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,mb_kf_oracle,0,untrained,frozen,frozen,ok,,,0.19977215470294246,-6.9946504614816,0.44695878412102213,5,5,16,0.001,1.0,-0.0,,,,,0.013777018229651125,,0.005290375000186032,,0.005290375000186032,0,0,0,0,0,8,0,0,False,False,False,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/mb_kf_oracle/frozen/seed_0/scenario_6342acad14a9,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,mb_kf_oracle,0,untrained,frozen,frozen,ok,,,0.004569427934899627,-23.401381676035918,0.06759754385256632,5,5,16,0.001,0.01,20.0,,,,,0.013710921876963766,,0.005264994000754086,,0.005264994000754086,0,0,0,0,0,8,0,0,False,False,False,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/mb_kf_oracle/frozen/seed_0/scenario_e430cbdcf2b5,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,mb_kf_oracle,0,untrained,frozen,frozen,ok,,,0.033995253144438686,-14.68581720519477,0.1843780169771838,5,5,16,0.001,0.1,10.0,,,,,0.014577395830883688,,0.005597719999059336,,0.005597719999059336,0,0,0,0,0,8,0,0,False,False,False,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/mb_kf_oracle/frozen/seed_0/scenario_eb80d13a14d9,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,mb_kf_oracle,0,untrained,frozen,frozen,ok,,,0.8594624130604636,-0.6577311159748975,0.9270719567867769,5,5,16,0.001,10.0,-10.0,,,,,0.03657197916595578,,0.01404363999972702,,0.01404363999972702,0,0,0,0,0,8,0,0,False,False,False,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/mb_kf_oracle/frozen/seed_0/scenario_ebdd3128c726,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,mb_kf_oracle,0,untrained,frozen,frozen,ok,,,0.0009066553068133225,-30.42557792103695,0.030110717474237016,5,5,16,0.001,0.001,30.0,,,,,0.016693716143360387,,0.006410386999050388,,0.006410386999050388,0,0,0,0,0,8,0,0,False,False,False,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/mb_kf_oracle/frozen/seed_0/scenario_fd75d1016844,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,split_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,split_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,split_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,split_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,split_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,6342acad14a9,split_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,split_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,split_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,split_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,fd75d1016844,split_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,005afa615373,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,0fbaa5175893,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,39dca626ceb9,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,64b9d755f952,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,e62695e09c61,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,005afa615373,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,0fbaa5175893,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,39dca626ceb9,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,64b9d755f952,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,e62695e09c61,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,005afa615373,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,B_lorenz_dt_v0,0fbaa5175893,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
