suite,task_id,scenario_id,model_id,seed,init_id,track_id,track,status,failure_type,failure_stage,mse,mse_db,rmse,x_dim,y_dim,T,q2,r2,inv_r2_db,nll,recovery_k,t0,severity_r_scale,timing_ms_per_step,train_time_s,eval_time_s,adapt_time_s,total_time_s,train_updates_used,adapt_updates_used,adapt_updates_per_step_max,train_max_updates,adapt_max_updates,adapt_max_updates_per_step,cache_enabled,cache_hit,train_skipped,cache_key,run_dir,error
full_compare,A_linear_full_compare_v0,1f52a2740a4e,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,1f52a2740a4e,adaptive_knet,1,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,1f52a2740a4e,adaptive_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,1f52a2740a4e,adaptive_knet,1,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,adaptive_knet,0,untrained,frozen,frozen,ok,io_error,data_loading,1.5001488599552518e+20,201.7613435628866,12248056417.061655,3,3,60,0.001,0.001,30.0,,,,,0.10544084608833752,,0.40489284897921607,,0.40489284897921607,0,0,0,200,0,0,False,False,False,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/adaptive_knet/frozen/seed_0/scenario_5fe2d60fe970,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/A_linear_full_compare_v0/scenario_5fe2d60fe970/seed_0/test.npz
full_compare,A_linear_full_compare_v0,5fe2d60fe970,adaptive_knet,1,untrained,frozen,frozen,ok,io_error,data_loading,inf,inf,inf,3,3,60,0.001,0.001,30.0,,,,,0.10496090546894266,,0.4030498770007398,,0.4030498770007398,0,0,0,200,0,0,False,False,False,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/adaptive_knet/frozen/seed_1/scenario_5fe2d60fe970,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/A_linear_full_compare_v0/scenario_5fe2d60fe970/seed_1/test.npz
full_compare,A_linear_full_compare_v0,1f52a2740a4e,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,1f52a2740a4e,kalmannet_tsp,1,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,1f52a2740a4e,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,1f52a2740a4e,kalmannet_tsp,1,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,kalmannet_tsp,0,untrained,frozen,frozen,ok,io_error,data_loading,209756891381760.0,143.21716238105773,14482986.272925898,3,3,60,0.001,0.001,30.0,,,,,0.12396437187665772,,0.47602318800636567,,0.47602318800636567,0,0,0,200,0,0,False,False,False,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/kalmannet_tsp/frozen/seed_0/scenario_5fe2d60fe970,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/A_linear_full_compare_v0/scenario_5fe2d60fe970/seed_0/test.npz
