model_id,baseline_mode,is_oracle_kf,init_id,track_id,task_id,scenario_id,seed,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_db,mse,rmse,run_dir
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,582474f2e1b2,0,5,5,60,0.001,0.1,10.0,353.5116087808125,2.2447132912160594e+35,4.73784053258028e+17,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_582474f2e1b2/init_untrained
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,77512cf2cc1f,0,5,5,60,0.001,0.01,20.0,356.9488109502298,4.953145606457865e+35,7.037858769865921e+17,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_77512cf2cc1f/init_untrained
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,a66025ff3538,0,5,5,60,0.001,0.001,30.0,355.8917637209601,3.8830803043110215e+35,6.231436675688056e+17,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_a66025ff3538/init_untrained
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,f3b22f6f7191,0,5,5,60,0.001,1.0,-0.0,255.88021962376584,3.87277229129206e+25,6223160203057.655,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_f3b22f6f7191/init_untrained
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,f6d0afa85860,0,5,5,60,0.001,10.0,-10.0,167.87155313929316,6.125694218014078e+16,247501398.33976856,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_f6d0afa85860/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,582474f2e1b2,0,5,5,60,0.001,0.1,10.0,28.509535776403485,709.501924232317,26.636477324006584,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_582474f2e1b2/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,77512cf2cc1f,0,5,5,60,0.001,0.01,20.0,26.143792422099228,411.5089092477774,20.285682370770214,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_77512cf2cc1f/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,a66025ff3538,0,5,5,60,0.001,0.001,30.0,23.305492548422983,214.0667693546755,14.631020789906476,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_a66025ff3538/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,f3b22f6f7191,0,5,5,60,0.001,1.0,-0.0,26.63806667905667,461.11225847189365,21.473524593598828,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_f3b22f6f7191/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,f6d0afa85860,0,5,5,60,0.001,10.0,-10.0,27.61790715715122,577.8175329961936,24.0378354473982,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_f6d0afa85860/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,582474f2e1b2,0,5,5,60,0.001,0.1,10.0,456.59901418769334,4.569844461772802e+45,6.760062471436786e+22,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_582474f2e1b2/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,77512cf2cc1f,0,5,5,60,0.001,0.01,20.0,456.4431468822584,4.408742036648748e+45,6.6398358689419035e+22,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_77512cf2cc1f/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,a66025ff3538,0,5,5,60,0.001,0.001,30.0,455.9615461500178,3.945977594763539e+45,6.28170167610938e+22,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_a66025ff3538/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,f3b22f6f7191,0,5,5,60,0.001,1.0,-0.0,501.7613952873429,1.5001667268288762e+50,1.2248129354431541e+25,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_f3b22f6f7191/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,f6d0afa85860,0,5,5,60,0.001,10.0,-10.0,496.62829567612937,4.600759881952671e+49,6.782890152400134e+24,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_f6d0afa85860/init_untrained
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,582474f2e1b2,0,5,5,60,0.001,0.1,10.0,-16.216308800699345,0.023898416181719135,0.15459112581813722,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_582474f2e1b2
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,77512cf2cc1f,0,5,5,60,0.001,0.01,20.0,-23.15011552301199,0.0048415948869462485,0.06958157002357915,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_77512cf2cc1f
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,a66025ff3538,0,5,5,60,0.001,0.001,30.0,-29.317643854925745,0.0011701340428385378,0.03420722208596509,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_a66025ff3538
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,f3b22f6f7191,0,5,5,60,0.001,1.0,-0.0,-9.20995469110536,0.11995118173012535,0.3463396912427528,/home/xynus/bench/runs/all_simple_tiny/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_f3b22f6f7191
