suite,task_id,scenario_id,model_id,seed,init_id,track_id,track,status,failure_type,failure_stage,mse,mse_db,rmse,x_dim,y_dim,T,q2,r2,inv_r2_db,nll,recovery_k,t0,severity_r_scale,timing_ms_per_step,train_time_s,eval_time_s,adapt_time_s,total_time_s,train_updates_used,train_outer_updates_used,train_inner_updates_used,adapt_updates_used,adapt_updates_per_step_max,train_max_updates,adapt_max_updates,adapt_max_updates_per_step,cache_enabled,cache_hit,train_skipped,cache_key,run_dir,error
shift,C_shift_Rscale_v0,339fdebda713,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,339fdebda713,adaptive_knet,1,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,339fdebda713,adaptive_knet,2,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,b82eac38c3a2,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,b82eac38c3a2,adaptive_knet,1,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,b82eac38c3a2,adaptive_knet,2,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,f46f1dd56990,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,f46f1dd56990,adaptive_knet,1,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,f46f1dd56990,adaptive_knet,2,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,339fdebda713,adaptive_knet,1,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,339fdebda713,adaptive_knet,2,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,b82eac38c3a2,adaptive_knet,1,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,b82eac38c3a2,adaptive_knet,2,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,f46f1dd56990,adaptive_knet,1,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,f46f1dd56990,adaptive_knet,2,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,339fdebda713,adaptive_knet,0,untrained,frozen,frozen,ok,,,inf,inf,inf,5,5,200,0.001,0.001,30.0,,0.0,100,10.0,0.028316739709989634,,2.8316739709989633,,2.8316739709989633,0,0,0,0,0,20000,0,0,False,False,False,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_339fdebda713,
shift,C_shift_Rscale_v0,b82eac38c3a2,adaptive_knet,0,untrained,frozen,frozen,ok,,,inf,inf,inf,5,5,200,0.001,0.001,30.0,,0.0,100,30.0,0.02908785509998779,,2.908785509998779,,2.908785509998779,0,0,0,0,0,20000,0,0,False,False,False,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_b82eac38c3a2,
shift,C_shift_Rscale_v0,f46f1dd56990,adaptive_knet,0,untrained,frozen,frozen,ok,,,inf,inf,inf,5,5,200,0.001,0.001,30.0,,0.0,100,3.0,0.03010263793999911,,3.0102637939999113,,3.0102637939999113,0,0,0,0,0,20000,0,0,False,False,False,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_f46f1dd56990,
shift,C_shift_Rscale_v0,339fdebda713,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,339fdebda713,kalmannet_tsp,1,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,339fdebda713,kalmannet_tsp,2,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift,C_shift_Rscale_v0,b82eac38c3a2,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
