suite,task_id,scenario_id,model_id,seed,init_id,track_id,track,status,failure_type,failure_stage,mse,mse_db,rmse,x_dim,y_dim,T,q2,r2,inv_r2_db,nll,recovery_k,t0,severity_r_scale,timing_ms_per_step,train_time_s,eval_time_s,adapt_time_s,total_time_s,train_updates_used,adapt_updates_used,adapt_updates_per_step_max,train_max_updates,adapt_max_updates,adapt_max_updates_per_step,cache_enabled,cache_hit,train_skipped,cache_key,run_dir,error
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_0,695135479047,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_0,eeea7dcbcfbe,oracle_kf,0,pretrained,frozen,frozen,ok,io_error,data_loading,0.7682567834854126,-1.144935963598674,0.8765025861259125,10,10,100,1.0,1.0,-0.0,,,,,0.03605225664941827,,0.7210451329883654,,0.7210451329883654,0,0,0,3000,0,0,False,False,False,,/home/xynus/bench/runs/fig5a_knet_vs_kf_real/F5a_m10n10_T100_invR2db_0/oracle_kf/frozen/seed_0/scenario_eeea7dcbcfbe,missing_data: expected test split at /home/xynus/bench/bench_data_cache/fig5a_knet_vs_kf_real/F5a_m10n10_T100_invR2db_0/scenario_eeea7dcbcfbe/seed_0/test.npz
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_0,695135479047,oracle_kf,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_20,d369e5ae380e,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_20,4e6024226cd9,oracle_kf,0,pretrained,frozen,frozen,ok,io_error,data_loading,0.00787908211350441,-21.035243734062377,0.08876419387063914,10,10,100,0.01,0.01,20.0,,,,,0.03635953144985251,,0.7271906289970502,,0.7271906289970502,0,0,0,3000,0,0,False,False,False,,/home/xynus/bench/runs/fig5a_knet_vs_kf_real/F5a_m10n10_T100_invR2db_20/oracle_kf/frozen/seed_0/scenario_4e6024226cd9,missing_data: expected test split at /home/xynus/bench/bench_data_cache/fig5a_knet_vs_kf_real/F5a_m10n10_T100_invR2db_20/scenario_4e6024226cd9/seed_0/test.npz
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_20,d369e5ae380e,oracle_kf,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_40,86126a873017,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_40,de066e87989f,oracle_kf,0,pretrained,frozen,frozen,ok,io_error,data_loading,7.746082701487467e-05,-41.109178705557305,0.008801183273564678,10,10,100,0.0001,0.0001,40.0,,,,,0.03867675000001327,,0.7735350000002654,,0.7735350000002654,0,0,0,3000,0,0,False,False,False,,/home/xynus/bench/runs/fig5a_knet_vs_kf_real/F5a_m10n10_T100_invR2db_40/oracle_kf/frozen/seed_0/scenario_de066e87989f,missing_data: expected test split at /home/xynus/bench/bench_data_cache/fig5a_knet_vs_kf_real/F5a_m10n10_T100_invR2db_40/scenario_de066e87989f/seed_0/test.npz
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_40,86126a873017,oracle_kf,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_m5,1d9cffe07935,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_m5,317f74cdf769,oracle_kf,0,pretrained,frozen,frozen,ok,io_error,data_loading,2.4060328006744385,3.813015436417358,1.5511391944872126,10,10,100,3.1622776601683795,3.1622776601683795,-5.0,,,,,0.03635176025054534,,0.7270352050109068,,0.7270352050109068,0,0,0,3000,0,0,False,False,False,,/home/xynus/bench/runs/fig5a_knet_vs_kf_real/F5a_m10n10_T100_invR2db_m5/oracle_kf/frozen/seed_0/scenario_317f74cdf769,missing_data: expected test split at /home/xynus/bench/bench_data_cache/fig5a_knet_vs_kf_real/F5a_m10n10_T100_invR2db_m5/scenario_317f74cdf769/seed_0/test.npz
fig5a_knet_vs_kf_real,F5a_m10n10_T100_invR2db_m5,1d9cffe07935,oracle_kf,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_0,e1eddd45122a,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_0,a96976550fb9,oracle_kf,0,pretrained,frozen,frozen,ok,io_error,data_loading,0.6433708071708679,-1.9153864901725735,0.8021039877539994,2,2,100,1.0,1.0,-0.0,,,,,0.03345812749976176,,0.6691625499952352,,0.6691625499952352,0,0,0,3000,0,0,False,False,False,,/home/xynus/bench/runs/fig5a_knet_vs_kf_real/F5a_m2n2_T100_invR2db_0/oracle_kf/frozen/seed_0/scenario_a96976550fb9,missing_data: expected test split at /home/xynus/bench/bench_data_cache/fig5a_knet_vs_kf_real/F5a_m2n2_T100_invR2db_0/scenario_a96976550fb9/seed_0/test.npz
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_0,e1eddd45122a,oracle_kf,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_20,5d0455635d75,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_20,0a0cad7fc11e,oracle_kf,0,pretrained,frozen,frozen,ok,io_error,data_loading,0.006491801235824823,-21.876347857506055,0.08057171486213274,2,2,100,0.01,0.01,20.0,,,,,0.03160957579966635,,0.6321915159933269,,0.6321915159933269,0,0,0,3000,0,0,False,False,False,,/home/xynus/bench/runs/fig5a_knet_vs_kf_real/F5a_m2n2_T100_invR2db_20/oracle_kf/frozen/seed_0/scenario_0a0cad7fc11e,missing_data: expected test split at /home/xynus/bench/bench_data_cache/fig5a_knet_vs_kf_real/F5a_m2n2_T100_invR2db_20/scenario_0a0cad7fc11e/seed_0/test.npz
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_20,5d0455635d75,oracle_kf,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_40,159ebcc6b4e6,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_40,611063532503,oracle_kf,0,pretrained,frozen,frozen,ok,io_error,data_loading,6.489788938779384e-05,-41.87769427115497,0.008055922627967192,2,2,100,0.0001,0.0001,40.0,,,,,0.03220133344948408,,0.6440266689896816,,0.6440266689896816,0,0,0,3000,0,0,False,False,False,,/home/xynus/bench/runs/fig5a_knet_vs_kf_real/F5a_m2n2_T100_invR2db_40/oracle_kf/frozen/seed_0/scenario_611063532503,missing_data: expected test split at /home/xynus/bench/bench_data_cache/fig5a_knet_vs_kf_real/F5a_m2n2_T100_invR2db_40/scenario_611063532503/seed_0/test.npz
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_40,159ebcc6b4e6,oracle_kf,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_m5,1346888c3021,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_m5,782ffdd24d15,oracle_kf,0,pretrained,frozen,frozen,ok,io_error,data_loading,1.9675220251083374,2.939196026979255,1.4026838649918012,2,2,100,3.1622776601683795,3.1622776601683795,-5.0,,,,,0.03357096844993066,,0.6714193689986132,,0.6714193689986132,0,0,0,3000,0,0,False,False,False,,/home/xynus/bench/runs/fig5a_knet_vs_kf_real/F5a_m2n2_T100_invR2db_m5/oracle_kf/frozen/seed_0/scenario_782ffdd24d15,missing_data: expected test split at /home/xynus/bench/bench_data_cache/fig5a_knet_vs_kf_real/F5a_m2n2_T100_invR2db_m5/scenario_782ffdd24d15/seed_0/test.npz
fig5a_knet_vs_kf_real,F5a_m2n2_T100_invR2db_m5,1346888c3021,oracle_kf,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf_real,F5a_m2n2_T200_invR2db_0,4ed5d399c226,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
