suite,task_id,scenario_id,seed,model_id,status__untrained__frozen,failure_type__untrained__frozen,failure_stage__untrained__frozen,mse_db__untrained__frozen,recovery_k__untrained__frozen,train_updates_used__untrained__frozen,adapt_updates_used__untrained__frozen,total_time_s__untrained__frozen,cache_hit__untrained__frozen,delta_mse_db_trained_budgeted_minus_frozen,delta_recovery_k_trained_budgeted_minus_frozen
full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,adaptive_knet,ok,io_error,data_loading,201.7613175887429,,0,0,0.09893911599647254,False,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,kalmannet_tsp,ok,io_error,data_loading,143.21716481262274,,0,0,0.09414854701026343,False,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,maml_knet,ok,io_error,data_loading,85.84109967359845,,0,0,0.05308673999388702,False,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,mb_kf_nominal,ok,io_error,data_loading,-31.560246691820815,,0,0,0.020088201010366902,False,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,mb_kf_oracle,ok,io_error,data_loading,-31.560246691820815,,0,0,0.02030468499287963,False,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,adaptive_knet,ok,io_error,data_loading,inf,,0,0,0.09028899599798024,False,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,kalmannet_tsp,ok,io_error,data_loading,152.74850714270994,,0,0,0.10772304600686766,False,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,maml_knet,ok,io_error,data_loading,137.5043533194448,,0,0,0.057958065008278936,False,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,mb_kf_nominal,ok,io_error,data_loading,-31.531959826872622,,0,0,0.018462819018168375,False,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,mb_kf_oracle,ok,io_error,data_loading,-31.531959826872622,,0,0,0.01910970199969597,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,0,adaptive_knet,ok,io_error,data_loading,283.6818697847971,40.0,0,0,0.12237028102390468,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,0,kalmannet_tsp,ok,io_error,data_loading,188.68255997463694,40.0,0,0,0.13354283501394093,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,0,maml_knet,ok,io_error,data_loading,132.17267007545473,40.0,0,0,0.06846862597740255,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,0,mb_kf_nominal,ok,io_error,data_loading,-25.978404442492604,40.0,0,0,0.024781993008218706,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,0,mb_kf_oracle,ok,io_error,data_loading,-27.953124058969593,40.0,0,0,0.026951600011670962,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,1,adaptive_knet,ok,io_error,data_loading,inf,40.0,0,0,0.1474428000219632,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,1,kalmannet_tsp,ok,io_error,data_loading,205.78030718591148,40.0,0,0,0.12389223300851882,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,1,maml_knet,ok,io_error,data_loading,265.80754551663205,40.0,0,0,0.07025320501998067,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,1,mb_kf_nominal,ok,io_error,data_loading,-25.98249004760847,40.0,0,0,0.030222964996937662,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,1,mb_kf_oracle,ok,io_error,data_loading,-28.083735417470624,40.0,0,0,0.031464728992432356,False,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,0,adaptive_knet,ok,io_error,data_loading,298.0244199147547,,0,0,0.20157137501519173,False,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,0,kalmannet_tsp,ok,io_error,data_loading,98.6939725532094,,0,0,0.1936935980047565,False,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,0,maml_knet,ok,io_error,data_loading,146.09663391781143,,0,0,0.116915393009549,False,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,0,mb_kf_nominal,ok,io_error,data_loading,12.172407927970252,,0,0,0.05128445598529652,False,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,0,mb_kf_oracle,ok,io_error,data_loading,12.172407927970252,,0,0,0.04236236200085841,False,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,1,adaptive_knet,ok,io_error,data_loading,171.15266177381315,,0,0,0.1724842429975979,False,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,1,kalmannet_tsp,ok,io_error,data_loading,169.2150958975339,,0,0,0.20595587100251578,False,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,1,maml_knet,ok,io_error,data_loading,157.15633906903338,,0,0,0.10876971198013052,False,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,1,mb_kf_nominal,ok,io_error,data_loading,12.295852625485464,,0,0,0.04948427900671959,False,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,1,mb_kf_oracle,ok,io_error,data_loading,12.295852625485464,,0,0,0.04042319400468841,False,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,0,adaptive_knet,ok,io_error,data_loading,138.8495989053129,,0,0,0.10652509800274856,False,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,0,kalmannet_tsp,ok,io_error,data_loading,39.32086685741767,,0,0,0.09781184501480311,False,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,0,maml_knet,ok,io_error,data_loading,66.36046055364523,,0,0,0.0507802430074662,False,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,0,mb_kf_nominal,ok,io_error,data_loading,13.652501044709016,,0,0,0.017209741985425353,False,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,0,mb_kf_oracle,ok,io_error,data_loading,13.652501044709016,,0,0,0.02466565600479953,False,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,1,adaptive_knet,ok,io_error,data_loading,97.20585673468888,,0,0,0.09320154797751456,False,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,1,kalmannet_tsp,ok,io_error,data_loading,85.20355942780387,,0,0,0.10308015299960971,False,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,1,maml_knet,ok,io_error,data_loading,66.87341246579291,,0,0,0.05315092098317109,False,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,1,mb_kf_nominal,ok,io_error,data_loading,13.721767177957332,,0,0,0.01988695000181906,False,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,1,mb_kf_oracle,ok,io_error,data_loading,13.721767177957332,,0,0,0.02682030398864299,False,,
