status,suite,task_id,scenario_id,seed,model_id,track_id,init_id,mse,rmse,mse_db,timing_ms_per_step,recovery_k,run_dir,error
failed,all_simple_tiny,A_linear_canonical_v0,6342acad14a9,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_6342acad14a9/init_trained,RuntimeError: policy_violation: trained plan requires positive train_outer_updates_used unless train_skipped=true.
failed,all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_e430cbdcf2b5/init_trained,RuntimeError: policy_violation: trained plan requires positive train_outer_updates_used unless train_skipped=true.
failed,all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_eb80d13a14d9/init_trained,RuntimeError: policy_violation: trained plan requires positive train_outer_updates_used unless train_skipped=true.
failed,all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_ebdd3128c726/init_trained,RuntimeError: policy_violation: trained plan requires positive train_outer_updates_used unless train_skipped=true.
failed,all_simple_tiny,A_linear_canonical_v0,fd75d1016844,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_fd75d1016844/init_trained,RuntimeError: policy_violation: trained plan requires positive train_outer_updates_used unless train_skipped=true.
missing,all_simple_tiny,A_linear_canonical_v0,6342acad14a9,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple_tiny,A_linear_canonical_v0,fd75d1016844,0,adaptive_knet,budgeted,unknown,,,,,,,
ok,all_simple_tiny,A_linear_canonical_v0,6342acad14a9,0,adaptive_knet,frozen,untrained,239975.1695049912,489.8726053832682,53.80166307108068,0.27382744791755914,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_6342acad14a9/init_untrained,
ok,all_simple_tiny,A_linear_canonical_v0,e430cbdcf2b5,0,adaptive_knet,frozen,untrained,9096159.975399198,3015.9840807602413,69.58858089742802,0.29068494270253115,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_e430cbdcf2b5/init_untrained,
ok,all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,0,adaptive_knet,frozen,untrained,488518.2005568327,698.9407704210942,56.888807487183584,0.2724753046834394,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_eb80d13a14d9/init_untrained,
ok,all_simple_tiny,A_linear_canonical_v0,ebdd3128c726,0,adaptive_knet,frozen,untrained,8740.071846255729,93.48835139339943,39.41515002692087,0.4875186823009396,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_ebdd3128c726/init_untrained,
ok,all_simple_tiny,A_linear_canonical_v0,fd75d1016844,0,adaptive_knet,frozen,untrained,784588.5225276995,885.7700167242621,58.94641950697232,0.284472841144634,,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_fd75d1016844/init_untrained,
