status,suite,task_id,scenario_id,seed,model_id,track_id,init_id,mse,rmse,mse_db,timing_ms_per_step,recovery_k,run_dir,error
failed,fig5a_knet_vs_kf,F5a_m2n2_T50_invR2db_m5,e1069fe81c00,0,oracle_kf,frozen,pretrained,,,,,,/home/xynus/bench/runs/fig5a_knet_vs_kf/F5a_m2n2_T50_invR2db_m5/oracle_kf/frozen/seed_0/scenario_e1069fe81c00,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
failed,fig5a_knet_vs_kf,F5a_m2n2_T50_invR2db_0,625903575958,0,oracle_kf,frozen,pretrained,,,,,,/home/xynus/bench/runs/fig5a_knet_vs_kf/F5a_m2n2_T50_invR2db_0/oracle_kf/frozen/seed_0/scenario_625903575958,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
failed,fig5a_knet_vs_kf,F5a_m2n2_T50_invR2db_20,f692e87e9476,0,oracle_kf,frozen,pretrained,,,,,,/home/xynus/bench/runs/fig5a_knet_vs_kf/F5a_m2n2_T50_invR2db_20/oracle_kf/frozen/seed_0/scenario_f692e87e9476,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
failed,fig5a_knet_vs_kf,F5a_m2n2_T50_invR2db_40,e2daa683b9e2,0,oracle_kf,frozen,pretrained,,,,,,/home/xynus/bench/runs/fig5a_knet_vs_kf/F5a_m2n2_T50_invR2db_40/oracle_kf/frozen/seed_0/scenario_e2daa683b9e2,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
failed,fig5a_knet_vs_kf,F5a_m2n2_T100_invR2db_m5,782ffdd24d15,0,oracle_kf,frozen,pretrained,,,,,,/home/xynus/bench/runs/fig5a_knet_vs_kf/F5a_m2n2_T100_invR2db_m5/oracle_kf/frozen/seed_0/scenario_782ffdd24d15,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
failed,fig5a_knet_vs_kf,F5a_m2n2_T100_invR2db_0,a96976550fb9,0,oracle_kf,frozen,pretrained,,,,,,/home/xynus/bench/runs/fig5a_knet_vs_kf/F5a_m2n2_T100_invR2db_0/oracle_kf/frozen/seed_0/scenario_a96976550fb9,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
failed,fig5a_knet_vs_kf,F5a_m2n2_T100_invR2db_20,0a0cad7fc11e,0,oracle_kf,frozen,pretrained,,,,,,/home/xynus/bench/runs/fig5a_knet_vs_kf/F5a_m2n2_T100_invR2db_20/oracle_kf/frozen/seed_0/scenario_0a0cad7fc11e,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
failed,fig5a_knet_vs_kf,F5a_m2n2_T100_invR2db_40,611063532503,0,oracle_kf,frozen,pretrained,,,,,,/home/xynus/bench/runs/fig5a_knet_vs_kf/F5a_m2n2_T100_invR2db_40/oracle_kf/frozen/seed_0/scenario_611063532503,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
failed,fig5a_knet_vs_kf,F5a_m2n2_T200_invR2db_m5,9183e76fe2fd,0,oracle_kf,frozen,pretrained,,,,,,/home/xynus/bench/runs/fig5a_knet_vs_kf/F5a_m2n2_T200_invR2db_m5/oracle_kf/frozen/seed_0/scenario_9183e76fe2fd,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
failed,fig5a_knet_vs_kf,F5a_m2n2_T200_invR2db_0,afa7453d17b0,0,oracle_kf,frozen,pretrained,,,,,,/home/xynus/bench/runs/fig5a_knet_vs_kf/F5a_m2n2_T200_invR2db_0/oracle_kf/frozen/seed_0/scenario_afa7453d17b0,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
