status,suite,task_id,scenario_id,seed,model_id,track_id,init_id,mse,rmse,mse_db,timing_ms_per_step,recovery_k,run_dir,error
ok,full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,adaptive_knet,budgeted,trained,451644667985920.0,21251933.276432052,146.54796887416973,0.026362391145084985,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/adaptive_knet/budgeted/seed_0/scenario_5fe2d60fe970/init_trained,
ok,full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,adaptive_knet,frozen,trained,451644667985920.0,21251933.276432052,146.54796887416973,0.028545140882367075,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/adaptive_knet/frozen/seed_0/scenario_5fe2d60fe970/init_trained,
missing,full_compare,A_linear_full_compare_v0,1f52a2740a4e,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,full_compare,A_linear_full_compare_v0,1f52a2740a4e,1,adaptive_knet,budgeted,unknown,,,,,,,
missing,full_compare,A_linear_full_compare_v0,1f52a2740a4e,0,adaptive_knet,frozen,unknown,,,,,,,
missing,full_compare,A_linear_full_compare_v0,1f52a2740a4e,1,adaptive_knet,frozen,unknown,,,,,,,
ok,full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,adaptive_knet,frozen,untrained,1.500139887940369e+20,12248019790.726864,201.7613175887429,0.025765394790748058,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/adaptive_knet/frozen/seed_0/scenario_5fe2d60fe970,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/A_linear_full_compare_v0/scenario_5fe2d60fe970/seed_0/test.npz
ok,full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,adaptive_knet,frozen,untrained,inf,inf,inf,0.02351275937447402,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/adaptive_knet/frozen/seed_1/scenario_5fe2d60fe970,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/A_linear_full_compare_v0/scenario_5fe2d60fe970/seed_1/test.npz
ok,full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,kalmannet_tsp,budgeted,trained,5.711405277252197,2.389854656093587,7.567429784854443,0.028391241926328803,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/kalmannet_tsp/budgeted/seed_0/scenario_5fe2d60fe970/init_trained,
ok,full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,kalmannet_tsp,frozen,trained,5.711405277252197,2.389854656093587,7.567429784854443,0.02473826041295979,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/kalmannet_tsp/frozen/seed_0/scenario_5fe2d60fe970/init_trained,
missing,full_compare,A_linear_full_compare_v0,1f52a2740a4e,0,kalmannet_tsp,budgeted,unknown,,,,,,,
missing,full_compare,A_linear_full_compare_v0,1f52a2740a4e,1,kalmannet_tsp,budgeted,unknown,,,,,,,
missing,full_compare,A_linear_full_compare_v0,1f52a2740a4e,0,kalmannet_tsp,frozen,unknown,,,,,,,
missing,full_compare,A_linear_full_compare_v0,1f52a2740a4e,1,kalmannet_tsp,frozen,unknown,,,,,,,
ok,full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,kalmannet_tsp,frozen,untrained,209757008822272.0,14482990.327355467,143.21716481262274,0.024517850783922768,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/kalmannet_tsp/frozen/seed_0/scenario_5fe2d60fe970,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/A_linear_full_compare_v0/scenario_5fe2d60fe970/seed_0/test.npz
ok,full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,kalmannet_tsp,frozen,untrained,1883001709395968.0,43393567.603919916,152.74850714270994,0.028052876564288454,,/home/xynus/bench/runs/full_compare/A_linear_full_compare_v0/kalmannet_tsp/frozen/seed_1/scenario_5fe2d60fe970,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/A_linear_full_compare_v0/scenario_5fe2d60fe970/seed_1/test.npz
