status,suite,task_id,scenario_id,seed,model_id,track_id,init_id,mse,rmse,mse_db,timing_ms_per_step,recovery_k,run_dir,error
missing,shift,C_shift_Rscale_v0,339fdebda713,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,339fdebda713,1,adaptive_knet,budgeted,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,339fdebda713,2,adaptive_knet,budgeted,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,b82eac38c3a2,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,b82eac38c3a2,1,adaptive_knet,budgeted,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,b82eac38c3a2,2,adaptive_knet,budgeted,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,f46f1dd56990,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,f46f1dd56990,1,adaptive_knet,budgeted,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,f46f1dd56990,2,adaptive_knet,budgeted,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,339fdebda713,1,adaptive_knet,frozen,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,339fdebda713,2,adaptive_knet,frozen,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,b82eac38c3a2,1,adaptive_knet,frozen,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,b82eac38c3a2,2,adaptive_knet,frozen,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,f46f1dd56990,1,adaptive_knet,frozen,unknown,,,,,,,
missing,shift,C_shift_Rscale_v0,f46f1dd56990,2,adaptive_knet,frozen,unknown,,,,,,,
ok,shift,C_shift_Rscale_v0,339fdebda713,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.028869993859989337,0.0,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_339fdebda713,
ok,shift,C_shift_Rscale_v0,b82eac38c3a2,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.028681305330010218,0.0,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_b82eac38c3a2,
