model_id,baseline_mode,is_oracle_kf,init_id,track_id,task_id,scenario_id,seed,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_db,mse,rmse,run_dir
adaptive_knet,,False,untrained,frozen,D_nclt_v0,21440eb42dca,0,6,2,40,,0.1,10.0,66.51938085544282,4486814.198682364,2118.2101403501883,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/adaptive_knet/frozen/seed_0/scenario_21440eb42dca/init_untrained
adaptive_knet,,False,untrained,frozen,D_nclt_v0,3a5e31f570de,0,6,2,40,,10.0,-10.0,66.51938085544282,4486814.198682364,2118.2101403501883,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/adaptive_knet/frozen/seed_0/scenario_3a5e31f570de/init_untrained
adaptive_knet,,False,untrained,frozen,D_nclt_v0,7c1d0a5524c3,0,6,2,40,,0.001,30.0,66.51938085544282,4486814.198682364,2118.2101403501883,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/adaptive_knet/frozen/seed_0/scenario_7c1d0a5524c3/init_untrained
adaptive_knet,,False,untrained,frozen,D_nclt_v0,86b5ce3b227c,0,6,2,40,,1.0,-0.0,66.51938085544282,4486814.198682364,2118.2101403501883,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/adaptive_knet/frozen/seed_0/scenario_86b5ce3b227c/init_untrained
adaptive_knet,,False,untrained,frozen,D_nclt_v0,ffb5103b105c,0,6,2,40,,0.01,20.0,66.51938085544282,4486814.198682364,2118.2101403501883,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/adaptive_knet/frozen/seed_0/scenario_ffb5103b105c/init_untrained
kalmannet_tsp,,False,untrained,frozen,D_nclt_v0,21440eb42dca,0,6,2,40,,0.1,10.0,37.32012169626089,5395.257406775985,73.45241593559727,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/kalmannet_tsp/frozen/seed_0/scenario_21440eb42dca/init_untrained
kalmannet_tsp,,False,untrained,frozen,D_nclt_v0,3a5e31f570de,0,6,2,40,,10.0,-10.0,37.32012169626089,5395.257406775985,73.45241593559727,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/kalmannet_tsp/frozen/seed_0/scenario_3a5e31f570de/init_untrained
kalmannet_tsp,,False,untrained,frozen,D_nclt_v0,7c1d0a5524c3,0,6,2,40,,0.001,30.0,37.32012169626089,5395.257406775985,73.45241593559727,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/kalmannet_tsp/frozen/seed_0/scenario_7c1d0a5524c3/init_untrained
kalmannet_tsp,,False,untrained,frozen,D_nclt_v0,86b5ce3b227c,0,6,2,40,,1.0,-0.0,37.32012169626089,5395.257406775985,73.45241593559727,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/kalmannet_tsp/frozen/seed_0/scenario_86b5ce3b227c/init_untrained
kalmannet_tsp,,False,untrained,frozen,D_nclt_v0,ffb5103b105c,0,6,2,40,,0.01,20.0,37.32012169626089,5395.257406775985,73.45241593559727,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/kalmannet_tsp/frozen/seed_0/scenario_ffb5103b105c/init_untrained
maml_knet,,False,trained,frozen,D_nclt_v0,21440eb42dca,0,6,2,40,,0.1,10.0,31.000303084015304,1259.0132723355932,35.482577025007544,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/maml_knet/frozen/seed_0/scenario_21440eb42dca/init_trained
maml_knet,,False,untrained,frozen,D_nclt_v0,21440eb42dca,0,6,2,40,,0.1,10.0,59.57330514813515,906422.1606199027,952.0620571264789,/home/xynus/bench/runs/all_simple_tiny/D_nclt_v0/maml_knet/frozen/seed_0/scenario_21440eb42dca/init_untrained
