status,suite,task_id,scenario_id,seed,model_id,track_id,init_id,mse,rmse,mse_db,timing_ms_per_step,recovery_k,run_dir,error
failed,all_simple,A_linear_canonical_v0,06209f282652,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_06209f282652/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
failed,all_simple,A_linear_canonical_v0,1ecac97e72d8,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_1ecac97e72d8/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
failed,all_simple,A_linear_canonical_v0,2a5fc6ce49c8,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_2a5fc6ce49c8/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
failed,all_simple,A_linear_canonical_v0,6342acad14a9,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_6342acad14a9/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
failed,all_simple,A_linear_canonical_v0,8d508046a042,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_8d508046a042/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
failed,all_simple,A_linear_canonical_v0,b24c25d48dde,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_b24c25d48dde/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
failed,all_simple,A_linear_canonical_v0,c216f8adbad4,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_c216f8adbad4/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
failed,all_simple,A_linear_canonical_v0,e430cbdcf2b5,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_e430cbdcf2b5/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
failed,all_simple,A_linear_canonical_v0,eb80d13a14d9,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_eb80d13a14d9/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
failed,all_simple,A_linear_canonical_v0,ebdd3128c726,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_ebdd3128c726/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
failed,all_simple,A_linear_canonical_v0,fd75d1016844,0,adaptive_knet,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_fd75d1016844/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
missing,all_simple,A_linear_canonical_v0,06209f282652,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple,A_linear_canonical_v0,1ecac97e72d8,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple,A_linear_canonical_v0,2a5fc6ce49c8,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple,A_linear_canonical_v0,6342acad14a9,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple,A_linear_canonical_v0,8d508046a042,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple,A_linear_canonical_v0,b24c25d48dde,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple,A_linear_canonical_v0,c216f8adbad4,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple,A_linear_canonical_v0,e430cbdcf2b5,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple,A_linear_canonical_v0,eb80d13a14d9,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple,A_linear_canonical_v0,ebdd3128c726,0,adaptive_knet,budgeted,unknown,,,,,,,
missing,all_simple,A_linear_canonical_v0,fd75d1016844,0,adaptive_knet,budgeted,unknown,,,,,,,
ok,all_simple,A_linear_canonical_v0,06209f282652,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.02943863340999087,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_06209f282652/init_untrained,
ok,all_simple,A_linear_canonical_v0,1ecac97e72d8,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.029893300759977138,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_1ecac97e72d8/init_untrained,
ok,all_simple,A_linear_canonical_v0,2a5fc6ce49c8,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.029117062449986405,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_2a5fc6ce49c8/init_untrained,
ok,all_simple,A_linear_canonical_v0,6342acad14a9,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.031035970869997983,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_6342acad14a9/init_untrained,
ok,all_simple,A_linear_canonical_v0,8d508046a042,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.029957830359999205,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_8d508046a042/init_untrained,
ok,all_simple,A_linear_canonical_v0,b24c25d48dde,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.02961397319999378,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_b24c25d48dde/init_untrained,
ok,all_simple,A_linear_canonical_v0,c216f8adbad4,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.030074805870026467,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_c216f8adbad4/init_untrained,
ok,all_simple,A_linear_canonical_v0,e430cbdcf2b5,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.030102158859990596,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_e430cbdcf2b5/init_untrained,
ok,all_simple,A_linear_canonical_v0,eb80d13a14d9,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.02989027403000364,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_eb80d13a14d9/init_untrained,
ok,all_simple,A_linear_canonical_v0,ebdd3128c726,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.03149668065001606,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_ebdd3128c726/init_untrained,
ok,all_simple,A_linear_canonical_v0,fd75d1016844,0,adaptive_knet,frozen,untrained,inf,inf,inf,0.030163757929985876,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_fd75d1016844/init_untrained,
failed,all_simple,A_linear_canonical_v0,06209f282652,0,kalmannet_tsp,frozen,trained,,,,,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_06209f282652/init_trained,RuntimeError: policy_violation: trained plan requires positive train_outer_updates_used unless train_skipped=true.
