suite,task_id,scenario_id,model_id,seed,init_id,track_id,track,status,failure_type,failure_stage,mse,mse_db,rmse,x_dim,y_dim,T,q2,r2,inv_r2_db,nll,recovery_k,t0,severity_r_scale,timing_ms_per_step,train_time_s,eval_time_s,adapt_time_s,total_time_s,train_updates_used,train_outer_updates_used,train_inner_updates_used,adapt_updates_used,adapt_updates_per_step_max,train_max_updates,adapt_max_updates,adapt_max_updates_per_step,cache_enabled,cache_hit,train_skipped,cache_key,run_dir,error
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_0,eeea7dcbcfbe,kalmannet_tsp,0,trained,frozen,frozen,failed,runtime_error,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/dss-pc-05/bench/runs/fig5a_knet_vs_kf/F5a_m10n10_T100_invR2db_0/kalmannet_tsp/frozen/seed_0/scenario_eeea7dcbcfbe,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_0,695135479047,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_0,eeea7dcbcfbe,oracle_kf,0,pretrained,frozen,frozen,ok,,,0.760081946849823,-1.1913958252692778,0.8718267871829949,10,10,100,1.0,1.0,-0.0,,,,,0.035094152449892134,,0.7018830489978427,,0.7018830489978427,0,0,,0,0,3000,0,0,False,False,False,,/home/dss-pc-05/bench/runs/fig5a_knet_vs_kf/F5a_m10n10_T100_invR2db_0/oracle_kf/frozen/seed_0/scenario_eeea7dcbcfbe,
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_0,eeea7dcbcfbe,oracle_kf,0,pretrained,frozen,frozen,failed,runtime_error,eval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/dss-pc-05/bench/runs/fig5a_knet_vs_kf/F5a_m10n10_T100_invR2db_0/oracle_kf/frozen/seed_0/scenario_eeea7dcbcfbe/stale,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_0,695135479047,oracle_kf,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_20,4e6024226cd9,kalmannet_tsp,0,trained,frozen,frozen,failed,runtime_error,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/dss-pc-05/bench/runs/fig5a_knet_vs_kf/F5a_m10n10_T100_invR2db_20/kalmannet_tsp/frozen/seed_0/scenario_4e6024226cd9,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_20,d369e5ae380e,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_20,4e6024226cd9,oracle_kf,0,pretrained,frozen,frozen,ok,,,0.007856729440391064,-21.047582022539043,0.08863819402712954,10,10,100,0.01,0.01,20.0,,,,,0.03556757549959002,,0.7113515099918004,,0.7113515099918004,0,0,,0,0,3000,0,0,False,False,False,,/home/dss-pc-05/bench/runs/fig5a_knet_vs_kf/F5a_m10n10_T100_invR2db_20/oracle_kf/frozen/seed_0/scenario_4e6024226cd9,
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_20,4e6024226cd9,oracle_kf,0,pretrained,frozen,frozen,failed,runtime_error,eval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/dss-pc-05/bench/runs/fig5a_knet_vs_kf/F5a_m10n10_T100_invR2db_20/oracle_kf/frozen/seed_0/scenario_4e6024226cd9/stale,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_20,d369e5ae380e,oracle_kf,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_40,de066e87989f,kalmannet_tsp,0,trained,frozen,frozen,failed,runtime_error,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/dss-pc-05/bench/runs/fig5a_knet_vs_kf/F5a_m10n10_T100_invR2db_40/kalmannet_tsp/frozen/seed_0/scenario_de066e87989f,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
fig5a_knet_vs_kf,F5a_m10n10_T100_invR2db_40,86126a873017,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
