suite,task_id,scenario_id,model_id,init_id,track_id,track,n_success,n_total,fail_count,fail_rate,failure_type,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_mean,mse_std,mse_sem,mse_ci95,mse_db_mean,mse_db_std,mse_db_sem,mse_db_ci95,rmse_mean,rmse_std,rmse_sem,rmse_ci95,timing_ms_per_step_mean,timing_ms_per_step_std,timing_ms_per_step_sem,timing_ms_per_step_ci95,recovery_k_mean,recovery_k_std,recovery_k_sem,recovery_k_ci95,nll_mean,nll_std,nll_sem,nll_ci95,train_time_s_mean,train_time_s_median,eval_time_s_mean,eval_time_s_median,adapt_time_s_mean,adapt_time_s_median,total_time_s_mean,total_time_s_median,train_updates_used_mean,train_updates_used_median,train_outer_updates_used_mean,train_outer_updates_used_median,train_inner_updates_used_mean,train_inner_updates_used_median,adapt_updates_used_mean,adapt_updates_used_median,adapt_updates_per_step_max_mean,adapt_updates_per_step_max_median,cache_enabled_rate,cache_hit_rate,train_skipped_rate,severity_r_scale_mean,t0_mean
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,adaptive_knet,trained,frozen,frozen,0,1,1,1.0,policy_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,adaptive_knet,unknown,budgeted,budgeted,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,adaptive_knet,untrained,frozen,frozen,1,1,0,0.0,,5,5,16,0.001,0.1,10.0,488518.2005568327,0.0,0.0,0.0,56.888807487183584,0.0,0.0,0.0,698.9407704210942,0.0,0.0,0.0,0.5124996223931552,0.0,0.0,0.0,,,,,,,,,,,0.19679985499897157,0.19679985499897157,,,0.19679985499897157,0.19679985499897157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,kalmannet_tsp,trained,frozen,frozen,0,1,1,1.0,policy_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,kalmannet_tsp,unknown,budgeted,budgeted,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,kalmannet_tsp,untrained,frozen,frozen,1,1,0,0.0,,5,5,16,0.001,0.1,10.0,2.2251680158259806,0.0,0.0,0.0,3.473628088410919,0.0,0.0,0.0,1.4916997069872946,0.0,0.0,0.0,0.7091322187496493,0.0,0.0,0.0,,,,,,,,,,,0.2723067719998653,0.2723067719998653,,,0.2723067719998653,0.2723067719998653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,maml_knet,trained,frozen,frozen,1,1,0,0.0,,5,5,16,0.001,0.1,10.0,16801.448941508934,0.0,0.0,0.0,42.25346736497734,0.0,0.0,0.0,129.62040326086372,0.0,0.0,0.0,0.14834685417023744,0.0,0.0,0.0,,,,,,,,,,,0.05696519200137118,0.05696519200137118,,,0.05696519200137118,0.05696519200137118,8.0,8.0,8.0,8.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,maml_knet,unknown,budgeted,budgeted,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,maml_knet,untrained,frozen,frozen,1,1,0,0.0,,5,5,16,0.001,0.1,10.0,22105900290.89424,0.0,0.0,0.0,103.44508206796996,0.0,0.0,0.0,148680.53097461766,0.0,0.0,0.0,0.2776028984309657,0.0,0.0,0.0,,,,,,,,,,,0.10659951299749082,0.10659951299749082,,,0.10659951299749082,0.10659951299749082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
all_simple_tiny,A_linear_canonical_v0,eb80d13a14d9,mb_kf_nominal,unknown,budgeted,budgeted,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
