suite,task_id,scenario_id,model_id,seed,init_id,track_id,track,status,failure_type,failure_stage,mse,mse_db,rmse,x_dim,y_dim,T,q2,r2,inv_r2_db,nll,recovery_k,t0,severity_r_scale,timing_ms_per_step,train_time_s,eval_time_s,adapt_time_s,total_time_s,train_updates_used,adapt_updates_used,adapt_updates_per_step_max,train_max_updates,adapt_max_updates,adapt_max_updates_per_step,cache_enabled,cache_hit,train_skipped,cache_key,run_dir,error
fig5a_kalmannet_tsp,F5a_m10n10_T100_invR2db_0,695135479047,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m10n10_T100_invR2db_20,d369e5ae380e,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m10n10_T100_invR2db_40,86126a873017,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m10n10_T100_invR2db_m5,1d9cffe07935,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T100_invR2db_0,e1eddd45122a,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T100_invR2db_20,5d0455635d75,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T100_invR2db_40,159ebcc6b4e6,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T100_invR2db_m5,1346888c3021,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T200_invR2db_0,4ed5d399c226,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T200_invR2db_20,8fec19108c05,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T200_invR2db_40,175192b67704,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T200_invR2db_m5,a86da6770435,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T50_invR2db_0,05eb1f3a3398,kalmannet_tsp,0,untrained,frozen,frozen,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/fig5a_kalmannet_tsp/F5a_m2n2_T50_invR2db_0/kalmannet_tsp/frozen/seed_0/scenario_05eb1f3a3398,missing_data: expected test split at /home/xynus/bench/bench_data_cache/fig5a_kalmannet_tsp/F5a_m2n2_T50_invR2db_0/scenario_05eb1f3a3398/seed_0/test.npz
fig5a_kalmannet_tsp,F5a_m2n2_T50_invR2db_20,166555dd05af,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T50_invR2db_40,bf0323f74f51,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m2n2_T50_invR2db_m5,4fbfbc685397,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m5n5_T150_invR2db_0,e287297288aa,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m5n5_T150_invR2db_20,30b7d2d13cb4,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m5n5_T150_invR2db_40,ed6b52310043,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp,F5a_m5n5_T150_invR2db_m5,731edbad1418,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
