model_id,baseline_mode,is_oracle_kf,init_id,track_id,task_id,scenario_id,seed,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_db,mse,rmse,run_dir
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,25d3454ba59f,0,5,5,100,0.001,10.0,-10.0,353.2221389141992,2.0999738728229858e+35,4.5825471877799424e+17,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_25d3454ba59f/init_untrained
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,415cd608d7d0,0,5,5,100,0.001,0.001,30.0,458.40890836932823,6.932515303157147e+45,8.326172772142761e+22,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_415cd608d7d0/init_untrained
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,47acf9341456,0,5,5,100,0.001,0.01,20.0,457.3055344153571,5.377165970592493e+45,7.332916180205862e+22,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_47acf9341456/init_untrained
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,6f3feda75c4c,0,5,5,100,0.001,1.0,-0.0,406.4722088236371,4.438343208668593e+40,2.106737574703739e+20,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_6f3feda75c4c/init_untrained
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,9619ede896e9,0,5,5,100,0.001,0.1,10.0,453.22119687560644,2.0995184118452817e+45,4.5820502090715696e+22,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_9619ede896e9/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,25d3454ba59f,0,5,5,100,0.001,10.0,-10.0,53.960983148812645,248942.0805548463,498.940958986979,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_25d3454ba59f/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,415cd608d7d0,0,5,5,100,0.001,0.001,30.0,64.8043746889165,3022995.278647168,1738.67630070901,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_415cd608d7d0/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,47acf9341456,0,5,5,100,0.001,0.01,20.0,62.245227159350584,1676960.0474762004,1294.9749215626534,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_47acf9341456/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,6f3feda75c4c,0,5,5,100,0.001,1.0,-0.0,53.76189030018824,237787.50498475507,487.6346019149534,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_6f3feda75c4c/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,9619ede896e9,0,5,5,100,0.001,0.1,10.0,56.69936676310656,467666.9466478564,683.8617891415314,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_9619ede896e9/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,25d3454ba59f,0,5,5,100,0.001,10.0,-10.0,700.5151966980981,1.1259514636704669e+70,1.0611086012611842e+35,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_25d3454ba59f/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,415cd608d7d0,0,5,5,100,0.001,0.001,30.0,566.0600445259272,4.036495313525583e+56,2.009103111720646e+28,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_415cd608d7d0/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,47acf9341456,0,5,5,100,0.001,0.01,20.0,586.8965251361942,4.89387095761698e+58,2.212209519375816e+29,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_47acf9341456/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,6f3feda75c4c,0,5,5,100,0.001,1.0,-0.0,625.0447104237168,3.1950013233139708e+62,1.7874566633387145e+31,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_6f3feda75c4c/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,9619ede896e9,0,5,5,100,0.001,0.1,10.0,573.7981262296078,2.397798162012721e+57,4.896731728421235e+28,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_9619ede896e9/init_untrained
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,25d3454ba59f,0,5,5,100,0.001,10.0,-10.0,0.9016918022070421,1.2307481176524075,1.1093908768564882,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_25d3454ba59f
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,415cd608d7d0,0,5,5,100,0.001,0.001,30.0,-25.33518884753718,0.0029273935745444306,0.05410539321125419,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_415cd608d7d0
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,47acf9341456,0,5,5,100,0.001,0.01,20.0,-19.673005043948926,0.010782004173640907,0.10383642989645256,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_47acf9341456
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,6f3feda75c4c,0,5,5,100,0.001,1.0,-0.0,-6.232007946424838,0.23812182662817413,0.4879772808524738,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_6f3feda75c4c
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,9619ede896e9,0,5,5,100,0.001,0.1,10.0,-13.40240763370113,0.045683486013796966,0.21373695518977753,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_9619ede896e9
mb_kf_oracle,oracle,True,untrained,frozen,C_shift_Rscale_v0,25d3454ba59f,0,5,5,100,0.001,10.0,-10.0,-0.71353395558358,0.8484897581243445,0.9211350379419645,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/mb_kf_oracle/frozen/seed_0/scenario_25d3454ba59f
mb_kf_oracle,oracle,True,untrained,frozen,C_shift_Rscale_v0,415cd608d7d0,0,5,5,100,0.001,0.001,30.0,-27.322121270888463,0.001852626504248492,0.04304214799761383,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/mb_kf_oracle/frozen/seed_0/scenario_415cd608d7d0
mb_kf_oracle,oracle,True,untrained,frozen,C_shift_Rscale_v0,47acf9341456,0,5,5,100,0.001,0.01,20.0,-21.48333351535106,0.0071066781675789255,0.08430111605179925,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/mb_kf_oracle/frozen/seed_0/scenario_47acf9341456
mb_kf_oracle,oracle,True,untrained,frozen,C_shift_Rscale_v0,6f3feda75c4c,0,5,5,100,0.001,1.0,-0.0,-7.657576183029519,0.17149141417463545,0.41411521847746124,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/mb_kf_oracle/frozen/seed_0/scenario_6f3feda75c4c
mb_kf_oracle,oracle,True,untrained,frozen,C_shift_Rscale_v0,9619ede896e9,0,5,5,100,0.001,0.1,10.0,-15.028561104736383,0.0314154937294216,0.17724416416181832,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/mb_kf_oracle/frozen/seed_0/scenario_9619ede896e9
split_knet,,False,untrained,frozen,C_shift_Rscale_v0,25d3454ba59f,0,5,5,100,0.001,10.0,-10.0,289.1718887939557,8.263972806020765e+28,287471264755640.7,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/split_knet/frozen/seed_0/scenario_25d3454ba59f/init_untrained
split_knet,,False,untrained,frozen,C_shift_Rscale_v0,415cd608d7d0,0,5,5,100,0.001,0.001,30.0,259.1868670949556,8.292523472594236e+25,9106329377193.775,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/split_knet/frozen/seed_0/scenario_415cd608d7d0/init_untrained
split_knet,,False,untrained,frozen,C_shift_Rscale_v0,47acf9341456,0,5,5,100,0.001,0.01,20.0,258.3973059476043,6.914019415417095e+25,8315058277256.446,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/split_knet/frozen/seed_0/scenario_47acf9341456/init_untrained
split_knet,,False,untrained,frozen,C_shift_Rscale_v0,6f3feda75c4c,0,5,5,100,0.001,1.0,-0.0,264.87278293920826,3.070989233900494e+26,17524238168606.629,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/split_knet/frozen/seed_0/scenario_6f3feda75c4c/init_untrained
split_knet,,False,untrained,frozen,C_shift_Rscale_v0,9619ede896e9,0,5,5,100,0.001,0.1,10.0,258.61097605731175,7.262691648221448e+25,8522142716606.809,/home/xynus/bench/runs/all_simple_paperlike/C_shift_Rscale_v0/split_knet/frozen/seed_0/scenario_9619ede896e9/init_untrained
