model_id,baseline_mode,is_oracle_kf,init_id,track_id,task_id,scenario_id,seed,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_db,mse,rmse,run_dir
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,06209f282652,0,5,5,200,0.001,0.00031622776601683794,35.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_06209f282652/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,1ecac97e72d8,0,5,5,200,0.001,0.03162277660168379,15.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_1ecac97e72d8/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,2a5fc6ce49c8,0,5,5,200,0.001,0.0031622776601683794,25.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_2a5fc6ce49c8/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,6342acad14a9,0,5,5,200,0.001,1.0,-0.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_6342acad14a9/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,8d508046a042,0,5,5,200,0.001,3.1622776601683795,-5.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_8d508046a042/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,b24c25d48dde,0,5,5,200,0.001,0.0001,40.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_b24c25d48dde/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,c216f8adbad4,0,5,5,200,0.001,0.31622776601683794,5.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_c216f8adbad4/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,e430cbdcf2b5,0,5,5,200,0.001,0.01,20.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_e430cbdcf2b5/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,eb80d13a14d9,0,5,5,200,0.001,0.1,10.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_eb80d13a14d9/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,ebdd3128c726,0,5,5,200,0.001,10.0,-10.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_ebdd3128c726/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,fd75d1016844,0,5,5,200,0.001,0.001,30.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_fd75d1016844/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,06209f282652,0,5,5,200,0.001,0.00031622776601683794,35.0,151.91414319174655,1553868701827072.0,39419141.3126551,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_06209f282652/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,1ecac97e72d8,0,5,5,200,0.001,0.03162277660168379,15.0,150.05954954193106,1013806226472960.0,31840323.906533364,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_1ecac97e72d8/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,2a5fc6ce49c8,0,5,5,200,0.001,0.0031622776601683794,25.0,150.77183542225254,1194492816261120.0,34561435.39063619,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_2a5fc6ce49c8/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,6342acad14a9,0,5,5,200,0.001,1.0,-0.0,137.9618158695822,62543414427648.0,7908439.443256046,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_6342acad14a9/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,8d508046a042,0,5,5,200,0.001,3.1622776601683795,-5.0,134.51084870640534,28254320721920.0,5315479.350154603,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_8d508046a042/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,b24c25d48dde,0,5,5,200,0.001,0.0001,40.0,151.32887603100954,1357961955901440.0,36850535.3543397,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_b24c25d48dde/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,c216f8adbad4,0,5,5,200,0.001,0.31622776601683794,5.0,144.04678905711071,253909473951744.0,15934537.142689273,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_c216f8adbad4/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,e430cbdcf2b5,0,5,5,200,0.001,0.01,20.0,149.83738911181348,963249763778560.0,31036265.30010594,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_e430cbdcf2b5/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,eb80d13a14d9,0,5,5,200,0.001,0.1,10.0,146.98256526012128,499179252088832.0,22342319.756212246,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_eb80d13a14d9/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,ebdd3128c726,0,5,5,200,0.001,10.0,-10.0,125.58690137459513,3619846356992.0,1902589.382129523,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_ebdd3128c726/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,fd75d1016844,0,5,5,200,0.001,0.001,30.0,151.55018862549232,1428956020473856.0,37801534.63120057,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_fd75d1016844/init_untrained
maml_knet,,False,untrained,frozen,A_linear_canonical_v0,06209f282652,0,5,5,200,0.001,0.00031622776601683794,35.0,nan,nan,nan,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/maml_knet/frozen/seed_0/scenario_06209f282652/init_untrained
maml_knet,,False,untrained,frozen,A_linear_canonical_v0,1ecac97e72d8,0,5,5,200,0.001,0.03162277660168379,15.0,nan,nan,nan,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/maml_knet/frozen/seed_0/scenario_1ecac97e72d8/init_untrained
maml_knet,,False,untrained,frozen,A_linear_canonical_v0,2a5fc6ce49c8,0,5,5,200,0.001,0.0031622776601683794,25.0,nan,nan,nan,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/maml_knet/frozen/seed_0/scenario_2a5fc6ce49c8/init_untrained
maml_knet,,False,untrained,frozen,A_linear_canonical_v0,6342acad14a9,0,5,5,200,0.001,1.0,-0.0,nan,nan,nan,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/maml_knet/frozen/seed_0/scenario_6342acad14a9/init_untrained
