suite,task_id,scenario_id,model_id,init_id,track_id,track,n_success,n_total,fail_count,fail_rate,failure_type,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_mean,mse_std,mse_sem,mse_ci95,mse_db_mean,mse_db_std,mse_db_sem,mse_db_ci95,rmse_mean,rmse_std,rmse_sem,rmse_ci95,timing_ms_per_step_mean,timing_ms_per_step_std,timing_ms_per_step_sem,timing_ms_per_step_ci95,recovery_k_mean,recovery_k_std,recovery_k_sem,recovery_k_ci95,nll_mean,nll_std,nll_sem,nll_ci95,train_time_s_mean,train_time_s_median,eval_time_s_mean,eval_time_s_median,adapt_time_s_mean,adapt_time_s_median,total_time_s_mean,total_time_s_median,train_updates_used_mean,train_updates_used_median,train_outer_updates_used_mean,train_outer_updates_used_median,train_inner_updates_used_mean,train_inner_updates_used_median,adapt_updates_used_mean,adapt_updates_used_median,adapt_updates_per_step_max_mean,adapt_updates_per_step_max_median,cache_enabled_rate,cache_hit_rate,train_skipped_rate,severity_r_scale_mean,t0_mean
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,adaptive_knet,trained,frozen,frozen,0,1,1,1.0,train_nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,adaptive_knet,unknown,budgeted,budgeted,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,adaptive_knet,untrained,frozen,frozen,1,1,0,0.0,,5,5,100,0.001,1.0,-0.0,1.0635176713843907e+45,0.0,0.0,0.0,450.2674471052551,0.0,0.0,0.0,3.2611618656307e+22,0.0,0.0,0.0,0.11793497029993887,0.0,0.0,0.0,,,,,,,,,,,2.3586994059987774,2.3586994059987774,,,2.3586994059987774,2.3586994059987774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,kalmannet_tsp,trained,frozen,frozen,0,1,1,1.0,policy_violation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,kalmannet_tsp,unknown,budgeted,budgeted,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,kalmannet_tsp,untrained,frozen,frozen,1,1,0,0.0,,5,5,100,0.001,1.0,-0.0,606261.4829109198,0.0,0.0,0.0,57.82659977453818,0.0,0.0,0.0,778.6279489659486,0.0,0.0,0.0,0.09524450849999085,0.0,0.0,0.0,,,,,,,,,,,1.9048901699998169,1.9048901699998169,,,1.9048901699998169,1.9048901699998169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,maml_knet,trained,frozen,frozen,0,1,1,1.0,train_nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,maml_knet,unknown,budgeted,budgeted,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,maml_knet,untrained,frozen,frozen,1,1,0,0.0,,5,5,100,0.001,1.0,-0.0,7.70621528383965e+60,0.0,0.0,0.0,608.8684113746671,0.0,0.0,0.0,2.7760070756105164e+30,0.0,0.0,0.0,0.0606655530500575,0.0,0.0,0.0,,,,,,,,,,,1.21331106100115,1.21331106100115,,,1.21331106100115,1.21331106100115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,mb_kf_nominal,unknown,budgeted,budgeted,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple_paperlike,A_linear_canonical_v0,6342acad14a9,mb_kf_nominal,untrained,frozen,frozen,1,1,0,0.0,,5,5,100,0.001,1.0,-0.0,0.08199281534985856,0.0,0.0,0.0,-10.862242011603506,0.0,0.0,0.0,0.28634387604741707,0.0,0.0,0.0,0.0544612137999934,0.0,0.0,0.0,,,,,,,,,,,1.089224275999868,1.089224275999868,,,1.089224275999868,1.089224275999868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
