model_id,baseline_mode,is_oracle_kf,init_id,track_id,task_id,scenario_id,seed,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_db,mse,rmse,run_dir
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,339fdebda713,0,5,5,200,0.001,0.001,30.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_339fdebda713/init_untrained
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,b82eac38c3a2,0,5,5,200,0.001,0.001,30.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_b82eac38c3a2/init_untrained
adaptive_knet,,False,untrained,frozen,C_shift_Rscale_v0,f46f1dd56990,0,5,5,200,0.001,0.001,30.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/adaptive_knet/frozen/seed_0/scenario_f46f1dd56990/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,339fdebda713,0,5,5,200,0.001,0.001,30.0,150.89802161234883,1229708461080576.0,35067199.2192216,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_339fdebda713/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,b82eac38c3a2,0,5,5,200,0.001,0.001,30.0,149.89815250836648,976821591998464.0,31254145.197052885,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_b82eac38c3a2/init_untrained
kalmannet_tsp,,False,untrained,frozen,C_shift_Rscale_v0,f46f1dd56990,0,5,5,200,0.001,0.001,30.0,151.38376950302015,1375235106406400.0,37084162.47411285,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/kalmannet_tsp/frozen/seed_0/scenario_f46f1dd56990/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,339fdebda713,0,5,5,200,0.001,0.001,30.0,nan,nan,nan,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_339fdebda713/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,b82eac38c3a2,0,5,5,200,0.001,0.001,30.0,nan,nan,nan,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_b82eac38c3a2/init_untrained
maml_knet,,False,untrained,frozen,C_shift_Rscale_v0,f46f1dd56990,0,5,5,200,0.001,0.001,30.0,nan,nan,nan,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/maml_knet/frozen/seed_0/scenario_f46f1dd56990/init_untrained
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,339fdebda713,0,5,5,200,0.001,0.001,30.0,-25.42114902042632,0.002870021155104041,0.05357257838767928,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_339fdebda713
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,b82eac38c3a2,0,5,5,200,0.001,0.001,30.0,-21.179241932706198,0.007622120436280966,0.08730475609198485,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_b82eac38c3a2
mb_kf_nominal,nominal,False,untrained,frozen,C_shift_Rscale_v0,f46f1dd56990,0,5,5,200,0.001,0.001,30.0,-29.07543459971511,0.001237247372046113,0.035174527318019684,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/mb_kf_nominal/frozen/seed_0/scenario_f46f1dd56990
mb_kf_oracle,oracle,True,untrained,frozen,C_shift_Rscale_v0,339fdebda713,0,5,5,200,0.001,0.001,30.0,-27.38628620679199,0.001825456041842699,0.04272535595922752,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/mb_kf_oracle/frozen/seed_0/scenario_339fdebda713
mb_kf_oracle,oracle,True,untrained,frozen,C_shift_Rscale_v0,b82eac38c3a2,0,5,5,200,0.001,0.001,30.0,-25.058088486302758,0.0031202626414597034,0.05585931114379861,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/mb_kf_oracle/frozen/seed_0/scenario_b82eac38c3a2
mb_kf_oracle,oracle,True,untrained,frozen,C_shift_Rscale_v0,f46f1dd56990,0,5,5,200,0.001,0.001,30.0,-29.521703440180275,0.0011164252646267414,0.03341295055254387,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/mb_kf_oracle/frozen/seed_0/scenario_f46f1dd56990
split_knet,,False,untrained,frozen,C_shift_Rscale_v0,339fdebda713,0,5,5,200,0.001,0.001,30.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/split_knet/frozen/seed_0/scenario_339fdebda713/init_untrained
split_knet,,False,untrained,frozen,C_shift_Rscale_v0,b82eac38c3a2,0,5,5,200,0.001,0.001,30.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/split_knet/frozen/seed_0/scenario_b82eac38c3a2/init_untrained
split_knet,,False,untrained,frozen,C_shift_Rscale_v0,f46f1dd56990,0,5,5,200,0.001,0.001,30.0,inf,inf,inf,/home/xynus/bench/runs/all_simple/C_shift_Rscale_v0/split_knet/frozen/seed_0/scenario_f46f1dd56990/init_untrained
