suite,task_id,scenario_id,model_id,seed,init_id,track_id,track,status,failure_type,failure_stage,mse,mse_db,rmse,x_dim,y_dim,T,q2,r2,inv_r2_db,nll,recovery_k,t0,severity_r_scale,timing_ms_per_step,train_time_s,eval_time_s,adapt_time_s,total_time_s,train_updates_used,train_outer_updates_used,train_inner_updates_used,adapt_updates_used,adapt_updates_per_step_max,train_max_updates,adapt_max_updates,adapt_max_updates_per_step,cache_enabled,cache_hit,train_skipped,cache_key,run_dir,error
all_simple,A_linear_canonical_v0,06209f282652,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_06209f282652/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,1ecac97e72d8,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_1ecac97e72d8/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,2a5fc6ce49c8,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_2a5fc6ce49c8/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,6342acad14a9,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_6342acad14a9/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,8d508046a042,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_8d508046a042/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,b24c25d48dde,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_b24c25d48dde/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,c216f8adbad4,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_c216f8adbad4/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,e430cbdcf2b5,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_e430cbdcf2b5/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,eb80d13a14d9,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_eb80d13a14d9/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,ebdd3128c726,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_ebdd3128c726/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,fd75d1016844,adaptive_knet,0,trained,frozen,frozen,failed,train_nan,train,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/all_simple/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_fd75d1016844/init_trained,FloatingPointError: train_nan: non-finite training loss at update=0
all_simple,A_linear_canonical_v0,06209f282652,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple,A_linear_canonical_v0,1ecac97e72d8,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple,A_linear_canonical_v0,2a5fc6ce49c8,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple,A_linear_canonical_v0,6342acad14a9,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple,A_linear_canonical_v0,8d508046a042,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all_simple,A_linear_canonical_v0,b24c25d48dde,adaptive_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
