suite,task_id,scenario_id,model_id,seed,init_id,track_id,track,status,failure_type,failure_stage,mse,mse_db,rmse,x_dim,y_dim,T,q2,r2,inv_r2_db,nll,recovery_k,t0,severity_r_scale,timing_ms_per_step,train_time_s,eval_time_s,adapt_time_s,total_time_s,train_updates_used,adapt_updates_used,adapt_updates_per_step_max,train_max_updates,adapt_max_updates,adapt_max_updates_per_step,cache_enabled,cache_hit,train_skipped,cache_key,run_dir,error
shift,C_shift_Rscale_v0,080cb40977a4,adaptive_knet,0,trained,budgeted,budgeted,failed,train_nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/budgeted/seed_0/scenario_080cb40977a4,FloatingPointError: train_nan: non-finite training loss at update=0
shift,C_shift_Rscale_v0,080cb40977a4,adaptive_knet,0,trained,budgeted,budgeted,failed,runtime_error,train,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/budgeted/seed_0/scenario_080cb40977a4/init_trained,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
shift,C_shift_Rscale_v0,339fdebda713,adaptive_knet,1,trained,budgeted,budgeted,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/budgeted/seed_1/scenario_339fdebda713/init_trained,missing_data: expected test split at /home/xynus/bench/bench_data_cache/shift/C_shift_Rscale_v0/scenario_339fdebda713/seed_1/test.npz
shift,C_shift_Rscale_v0,339fdebda713,adaptive_knet,2,trained,budgeted,budgeted,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/budgeted/seed_2/scenario_339fdebda713/init_trained,missing_data: expected test split at /home/xynus/bench/bench_data_cache/shift/C_shift_Rscale_v0/scenario_339fdebda713/seed_2/test.npz
shift,C_shift_Rscale_v0,4c92537d0279,adaptive_knet,0,trained,budgeted,budgeted,failed,train_nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/budgeted/seed_0/scenario_4c92537d0279,FloatingPointError: train_nan: non-finite training loss at update=0
shift,C_shift_Rscale_v0,4c92537d0279,adaptive_knet,0,trained,budgeted,budgeted,failed,runtime_error,train,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/budgeted/seed_0/scenario_4c92537d0279/init_trained,"RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#results-reproducibility"
shift,C_shift_Rscale_v0,b82eac38c3a2,adaptive_knet,1,trained,budgeted,budgeted,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/budgeted/seed_1/scenario_b82eac38c3a2/init_trained,missing_data: expected test split at /home/xynus/bench/bench_data_cache/shift/C_shift_Rscale_v0/scenario_b82eac38c3a2/seed_1/test.npz
shift,C_shift_Rscale_v0,b82eac38c3a2,adaptive_knet,2,trained,budgeted,budgeted,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/budgeted/seed_2/scenario_b82eac38c3a2/init_trained,missing_data: expected test split at /home/xynus/bench/bench_data_cache/shift/C_shift_Rscale_v0/scenario_b82eac38c3a2/seed_2/test.npz
shift,C_shift_Rscale_v0,f46f1dd56990,adaptive_knet,1,trained,budgeted,budgeted,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/budgeted/seed_1/scenario_f46f1dd56990/init_trained,missing_data: expected test split at /home/xynus/bench/bench_data_cache/shift/C_shift_Rscale_v0/scenario_f46f1dd56990/seed_1/test.npz
shift,C_shift_Rscale_v0,f46f1dd56990,adaptive_knet,2,trained,budgeted,budgeted,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/shift/C_shift_Rscale_v0/adaptive_knet/budgeted/seed_2/scenario_f46f1dd56990/init_trained,missing_data: expected test split at /home/xynus/bench/bench_data_cache/shift/C_shift_Rscale_v0/scenario_f46f1dd56990/seed_2/test.npz
