suite,task_id,scenario_id,model_id,init_id,track_id,track,n_success,n_total,fail_count,fail_rate,failure_type,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_mean,mse_std,mse_sem,mse_ci95,mse_db_mean,mse_db_std,mse_db_sem,mse_db_ci95,rmse_mean,rmse_std,rmse_sem,rmse_ci95,timing_ms_per_step_mean,timing_ms_per_step_std,timing_ms_per_step_sem,timing_ms_per_step_ci95,recovery_k_mean,recovery_k_std,recovery_k_sem,recovery_k_ci95,nll_mean,nll_std,nll_sem,nll_ci95,train_time_s_mean,train_time_s_median,eval_time_s_mean,eval_time_s_median,adapt_time_s_mean,adapt_time_s_median,total_time_s_mean,total_time_s_median,train_updates_used_mean,train_updates_used_median,adapt_updates_used_mean,adapt_updates_used_median,adapt_updates_per_step_max_mean,adapt_updates_per_step_max_median,cache_enabled_rate,cache_hit_rate,train_skipped_rate,severity_r_scale_mean,t0_mean
kf_baseline_smoke,A_linear_kf_baseline_smoke_v0,32a6469d1773,nominal_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kf_baseline_smoke,A_linear_kf_baseline_smoke_v0,32a6469d1773,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kf_baseline_smoke,A_linear_kf_baseline_smoke_v0,32a6469d1773,oracle_shift_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kf_baseline_smoke,A_linear_kf_baseline_smoke_v0,edd729931b0e,nominal_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,20,0.001,0.001,30.0,0.0006728566950187087,0.0,0.0,0.0,-31.720774219420015,0.0,0.0,0.0,0.025939481394559698,0.0,0.0,0.0,0.04312435836861065,0.0,0.0,0.0,,,,,,,,,,,0.005174923004233278,0.005174923004233278,,,0.005174923004233278,0.005174923004233278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
kf_baseline_smoke,A_linear_kf_baseline_smoke_v0,edd729931b0e,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,20,0.001,0.001,30.0,0.0006728566950187087,0.0,0.0,0.0,-31.720774219420015,0.0,0.0,0.0,0.025939481394559698,0.0,0.0,0.0,0.052809874978265725,0.0,0.0,0.0,,,,,,,,,,,0.006337184997391887,0.006337184997391887,,,0.006337184997391887,0.006337184997391887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
kf_baseline_smoke,A_linear_kf_baseline_smoke_v0,edd729931b0e,oracle_shift_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,20,0.001,0.001,30.0,0.0006728566950187087,0.0,0.0,0.0,-31.720774219420015,0.0,0.0,0.0,0.025939481394559698,0.0,0.0,0.0,0.04188062497026598,0.0,0.0,0.0,,,,,,,,,,,0.005025674996431917,0.005025674996431917,,,0.005025674996431917,0.005025674996431917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
kf_baseline_smoke,C_shift_kf_baseline_smoke_v0,500e60702ca6,nominal_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,24,0.001,0.001,30.0,0.003031546948477626,0.0,0.0,0.0,-25.1833570161444,0.0,0.0,0.0,0.05505948554497786,0.0,0.0,0.0,0.03182295313308714,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,0.006110007001552731,0.006110007001552731,,,0.006110007001552731,0.006110007001552731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,12.0
kf_baseline_smoke,C_shift_kf_baseline_smoke_v0,500e60702ca6,oracle_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,24,0.001,0.001,30.0,0.002127298852428794,0.0,0.0,0.0,-26.721714941858625,0.0,0.0,0.0,0.04612265010197044,0.0,0.0,0.0,0.03318033327559533,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,0.0063706239889143035,0.0063706239889143035,,,0.0063706239889143035,0.0063706239889143035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,12.0
kf_baseline_smoke,C_shift_kf_baseline_smoke_v0,500e60702ca6,oracle_shift_kf,pretrained,frozen,frozen,1,1,0,0.0,,2,2,24,0.001,0.001,30.0,0.002127298852428794,0.0,0.0,0.0,-26.721714941858625,0.0,0.0,0.0,0.04612265010197044,0.0,0.0,0.0,0.03737094273977467,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,0.007175221006036736,0.007175221006036736,,,0.007175221006036736,0.007175221006036736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,12.0
kf_baseline_smoke,C_shift_kf_baseline_smoke_v0,8399ec8671eb,nominal_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kf_baseline_smoke,C_shift_kf_baseline_smoke_v0,8399ec8671eb,oracle_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kf_baseline_smoke,C_shift_kf_baseline_smoke_v0,8399ec8671eb,oracle_shift_kf,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
