suite,task_id,scenario_id,model_id,init_id,track_id,track,n_success,n_total,fail_count,fail_rate,failure_type,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_mean,mse_std,mse_sem,mse_ci95,mse_db_mean,mse_db_std,mse_db_sem,mse_db_ci95,rmse_mean,rmse_std,rmse_sem,rmse_ci95,timing_ms_per_step_mean,timing_ms_per_step_std,timing_ms_per_step_sem,timing_ms_per_step_ci95,recovery_k_mean,recovery_k_std,recovery_k_sem,recovery_k_ci95,nll_mean,nll_std,nll_sem,nll_ci95,train_time_s_mean,train_time_s_median,eval_time_s_mean,eval_time_s_median,adapt_time_s_mean,adapt_time_s_median,total_time_s_mean,total_time_s_median,train_updates_used_mean,train_updates_used_median,adapt_updates_used_mean,adapt_updates_used_median,adapt_updates_per_step_max_mean,adapt_updates_per_step_max_median,cache_enabled_rate,cache_hit_rate,train_skipped_rate,severity_r_scale_mean,t0_mean
fig5a_kalmannet_tsp_light,F5aL_m2n2_T100_invR2db_0,4f09cc90108a,kalmannet_tsp,untrained,frozen,frozen,1,1,0,0.0,,2,2,100,1.0,1.0,-0.0,2033097.25,0.0,0.0,0.0,63.08158152926392,0.0,0.0,0.0,1425.8671922728288,0.0,0.0,0.0,0.015511253125168878,0.0,0.0,0.0,,,,,,,,,,,0.09927202000108082,0.09927202000108082,,,0.09927202000108082,0.09927202000108082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_kalmannet_tsp_light,F5aL_m2n2_T100_invR2db_0,91989ac41db2,kalmannet_tsp,untrained,frozen,frozen,0,1,1,1.0,io_error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp_light,F5aL_m2n2_T100_invR2db_20,287ba0a13518,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp_light,F5aL_m2n2_T100_invR2db_20,2c405e4617ac,kalmannet_tsp,untrained,frozen,frozen,1,1,0,0.0,,2,2,100,0.01,0.01,20.0,450827.28125,0.0,0.0,0.0,56.540101889575666,0.0,0.0,0.0,671.436729148771,0.0,0.0,0.0,0.015385342343279262,0.0,0.0,0.0,,,,,,,,,,,0.09846619099698728,0.09846619099698728,,,0.09846619099698728,0.09846619099698728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_kalmannet_tsp_light,F5aL_m2n2_T100_invR2db_40,649f9bb3b4ff,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp_light,F5aL_m2n2_T100_invR2db_40,9a0d665da69f,kalmannet_tsp,untrained,frozen,frozen,1,1,0,0.0,,2,2,100,0.0001,0.0001,40.0,517726.09375,0.0,0.0,0.0,57.14100054273053,0.0,0.0,0.0,719.5318573558783,0.0,0.0,0.0,0.015236059531389401,0.0,0.0,0.0,,,,,,,,,,,0.09751078100089217,0.09751078100089217,,,0.09751078100089217,0.09751078100089217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_kalmannet_tsp_light,F5aL_m2n2_T100_invR2db_m5,2abffe39e6d4,kalmannet_tsp,untrained,frozen,frozen,1,1,0,0.0,,2,2,100,3.1622776601683795,3.1622776601683795,-5.0,5531198.0,0.0,0.0,0.0,67.4281920516385,0.0,0.0,0.0,2351.849910177093,0.0,0.0,0.0,0.011827946093490027,0.0,0.0,0.0,,,,,,,,,,,0.07569885499833617,0.07569885499833617,,,0.07569885499833617,0.07569885499833617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_kalmannet_tsp_light,F5aL_m2n2_T100_invR2db_m5,bc21fcbda5c8,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp_light,F5aL_m5n5_T150_invR2db_0,25b98a463b88,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp_light,F5aL_m5n5_T150_invR2db_0,9d8c31924bda,kalmannet_tsp,untrained,frozen,frozen,1,1,0,0.0,,5,5,150,1.0,1.0,-0.0,36703268864.0,0.0,0.0,0.0,105.64704745079801,0.0,0.0,0.0,191580.9720823026,0.0,0.0,0.0,0.0147485465625626,0.0,0.0,0.0,,,,,,,,,,,0.14158604700060096,0.14158604700060096,,,0.14158604700060096,0.14158604700060096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
fig5a_kalmannet_tsp_light,F5aL_m5n5_T150_invR2db_20,5cdf80896e01,kalmannet_tsp,unknown,frozen,frozen,0,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig5a_kalmannet_tsp_light,F5aL_m5n5_T150_invR2db_20,cac695bd2326,kalmannet_tsp,untrained,frozen,frozen,1,1,0,0.0,,5,5,150,0.01,0.01,20.0,10183597056.0,0.0,0.0,0.0,100.07901206845737,0.0,0.0,0.0,100913.81003608971,0.0,0.0,0.0,0.016773305416487954,0.0,0.0,0.0,,,,,,,,,,,0.16102373199828435,0.16102373199828435,,,0.16102373199828435,0.16102373199828435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
