suite,task_id,model_id,init_id,track_id,failure_type,fail_count,n_total,fail_rate
full_compare,A_linear_full_compare_v0,adaptive_knet,untrained,frozen,io_error,2,2,1.0
full_compare,A_linear_full_compare_v0,kalmannet_tsp,untrained,frozen,io_error,2,2,1.0
full_compare,A_linear_full_compare_v0,maml_knet,untrained,frozen,io_error,2,2,1.0
full_compare,A_linear_full_compare_v0,mb_kf_nominal,untrained,frozen,io_error,2,2,1.0
full_compare,A_linear_full_compare_v0,mb_kf_oracle,untrained,frozen,io_error,2,2,1.0
full_compare,C_shift_Rscale_full_compare_v0,adaptive_knet,untrained,frozen,io_error,2,2,1.0
full_compare,C_shift_Rscale_full_compare_v0,kalmannet_tsp,untrained,frozen,io_error,2,2,1.0
full_compare,C_shift_Rscale_full_compare_v0,maml_knet,untrained,frozen,io_error,2,2,1.0
full_compare,C_shift_Rscale_full_compare_v0,mb_kf_nominal,untrained,frozen,io_error,2,2,1.0
full_compare,C_shift_Rscale_full_compare_v0,mb_kf_oracle,untrained,frozen,io_error,2,2,1.0
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,adaptive_knet,untrained,frozen,io_error,2,2,1.0
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,kalmannet_tsp,untrained,frozen,io_error,2,2,1.0
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,maml_knet,untrained,frozen,io_error,2,2,1.0
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,mb_kf_nominal,untrained,frozen,io_error,2,2,1.0
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,mb_kf_oracle,untrained,frozen,io_error,2,2,1.0
full_compare,TG5_lorenz_fullinfo_full_compare_v0,adaptive_knet,untrained,frozen,io_error,2,2,1.0
full_compare,TG5_lorenz_fullinfo_full_compare_v0,kalmannet_tsp,untrained,frozen,io_error,2,2,1.0
full_compare,TG5_lorenz_fullinfo_full_compare_v0,maml_knet,untrained,frozen,io_error,2,2,1.0
full_compare,TG5_lorenz_fullinfo_full_compare_v0,mb_kf_nominal,untrained,frozen,io_error,2,2,1.0
full_compare,TG5_lorenz_fullinfo_full_compare_v0,mb_kf_oracle,untrained,frozen,io_error,2,2,1.0
