suite,task_id,scenario_id,seed,model_id,status__untrained__frozen,failure_type__untrained__frozen,failure_stage__untrained__frozen,mse_db__untrained__frozen,recovery_k__untrained__frozen,train_updates_used__untrained__frozen,adapt_updates_used__untrained__frozen,total_time_s__untrained__frozen,cache_hit__untrained__frozen,status__trained__frozen,failure_type__trained__frozen,failure_stage__trained__frozen,mse_db__trained__frozen,recovery_k__trained__frozen,train_updates_used__trained__frozen,adapt_updates_used__trained__frozen,total_time_s__trained__frozen,cache_hit__trained__frozen,status__trained__budgeted,failure_type__trained__budgeted,failure_stage__trained__budgeted,mse_db__trained__budgeted,recovery_k__trained__budgeted,train_updates_used__trained__budgeted,adapt_updates_used__trained__budgeted,total_time_s__trained__budgeted,cache_hit__trained__budgeted,delta_mse_db_trained_budgeted_minus_frozen,delta_recovery_k_trained_budgeted_minus_frozen
full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,adaptive_knet,ok,io_error,data_loading,201.7613175887429,,0,0,0.09893911599647254,False,ok,,,146.54796887416973,,200,0,0.10961334098828956,False,ok,,,146.54796887416973,,0,0,0.10123158199712634,True,0.0,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,kalmannet_tsp,ok,io_error,data_loading,143.21716481262274,,0,0,0.09414854701026343,False,ok,,,7.567429784854443,,200,0,0.09499491998576559,False,ok,,,7.567429784854443,,0,0,0.1090223689971026,True,0.0,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,maml_knet,ok,io_error,data_loading,85.84109967359845,,0,0,0.05308673999388702,False,failed,train_nan,train,,,,,,False,failed,train_nan,train,,,,,,False,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,mb_kf_nominal,ok,io_error,data_loading,-31.560246691820815,,0,0,0.020088201010366902,False,failed,policy_violation,runner,,,,,,False,ok,,,-31.560246691820815,,0,0,0.022601495002163574,True,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,0,mb_kf_oracle,ok,io_error,data_loading,-31.560246691820815,,0,0,0.02030468499287963,False,failed,policy_violation,runner,,,,,,False,ok,,,-31.560246691820815,,0,0,0.02163905999623239,True,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,adaptive_knet,ok,io_error,data_loading,inf,,0,0,0.09028899599798024,False,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,kalmannet_tsp,ok,io_error,data_loading,152.74850714270994,,0,0,0.10772304600686766,False,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,maml_knet,ok,io_error,data_loading,137.5043533194448,,0,0,0.057958065008278936,False,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,mb_kf_nominal,ok,io_error,data_loading,-31.531959826872622,,0,0,0.018462819018168375,False,,,,,,,,,,,,,,,,,,,,
full_compare,A_linear_full_compare_v0,5fe2d60fe970,1,mb_kf_oracle,ok,io_error,data_loading,-31.531959826872622,,0,0,0.01910970199969597,False,,,,,,,,,,,,,,,,,,,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,0,adaptive_knet,ok,io_error,data_loading,283.6818697847971,40.0,0,0,0.12237028102390468,False,ok,,,283.6815451555124,40.0,200,0,0.1315852630068548,False,ok,,,269.9826554642955,40.0,0,40,0.12379705099738203,True,-13.698889691216948,0.0
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,0,kalmannet_tsp,ok,io_error,data_loading,188.68255997463694,40.0,0,0,0.13354283501394093,False,ok,,,117.09648750680293,40.0,200,0,0.15341625100700185,False,ok,,,117.09648750680293,40.0,0,0,0.13081190100638196,True,0.0,0.0
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,0,maml_knet,ok,io_error,data_loading,132.17267007545473,40.0,0,0,0.06846862597740255,False,failed,train_nan,train,,,,,,False,failed,train_nan,train,,,,,,False,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,0,mb_kf_nominal,ok,io_error,data_loading,-25.978404442492604,40.0,0,0,0.024781993008218706,False,failed,policy_violation,runner,,,,,,False,ok,,,-25.978404442492604,40.0,0,0,0.02694721700390801,True,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,0,mb_kf_oracle,ok,io_error,data_loading,-27.953124058969593,40.0,0,0,0.026951600011670962,False,failed,policy_violation,runner,,,,,,False,ok,,,-27.953124058969593,40.0,0,0,0.025171438028337434,True,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,1,adaptive_knet,ok,io_error,data_loading,inf,40.0,0,0,0.1474428000219632,False,,,,,,,,,,,,,,,,,,,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,1,kalmannet_tsp,ok,io_error,data_loading,205.78030718591148,40.0,0,0,0.12389223300851882,False,,,,,,,,,,,,,,,,,,,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,1,maml_knet,ok,io_error,data_loading,265.80754551663205,40.0,0,0,0.07025320501998067,False,,,,,,,,,,,,,,,,,,,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,1,mb_kf_nominal,ok,io_error,data_loading,-25.98249004760847,40.0,0,0,0.030222964996937662,False,,,,,,,,,,,,,,,,,,,,
full_compare,C_shift_Rscale_full_compare_v0,931aa5e582bb,1,mb_kf_oracle,ok,io_error,data_loading,-28.083735417470624,40.0,0,0,0.031464728992432356,False,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,0,adaptive_knet,ok,io_error,data_loading,298.0244199147547,,0,0,0.20157137501519173,False,ok,,,76.85054203479424,,200,0,0.17602927799453028,False,ok,,,76.85054203479424,,0,0,0.19331413600593805,True,0.0,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,0,kalmannet_tsp,ok,io_error,data_loading,98.6939725532094,,0,0,0.1936935980047565,False,ok,,,4.977633792505463,,200,0,0.20211818200186826,False,ok,,,4.977633792505463,,0,0,0.21210450000944547,True,0.0,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,0,maml_knet,ok,io_error,data_loading,146.09663391781143,,0,0,0.116915393009549,False,ok,,,-13.378786335740614,,160,0,0.12050790901412256,False,ok,,,-13.378786335740614,,0,0,0.0980131019896362,True,0.0,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,0,mb_kf_nominal,ok,io_error,data_loading,12.172407927970252,,0,0,0.05128445598529652,False,failed,policy_violation,runner,,,,,,False,ok,,,12.172407927970252,,0,0,0.03709084601723589,True,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,0,mb_kf_oracle,ok,io_error,data_loading,12.172407927970252,,0,0,0.04236236200085841,False,failed,policy_violation,runner,,,,,,False,ok,,,12.172407927970252,,0,0,0.03726904999348335,True,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,1,adaptive_knet,ok,io_error,data_loading,171.15266177381315,,0,0,0.1724842429975979,False,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,1,kalmannet_tsp,ok,io_error,data_loading,169.2150958975339,,0,0,0.20595587100251578,False,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,1,maml_knet,ok,io_error,data_loading,157.15633906903338,,0,0,0.10876971198013052,False,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,1,mb_kf_nominal,ok,io_error,data_loading,12.295852625485464,,0,0,0.04948427900671959,False,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_Jmismatch_full_compare_v0,5dfca19c7755,1,mb_kf_oracle,ok,io_error,data_loading,12.295852625485464,,0,0,0.04042319400468841,False,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,0,adaptive_knet,ok,io_error,data_loading,138.8495989053129,,0,0,0.10652509800274856,False,ok,,,57.72520422505799,,200,0,0.10900050000054762,False,ok,,,57.72520422505799,,0,0,0.10126856600982137,True,0.0,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,0,kalmannet_tsp,ok,io_error,data_loading,39.32086685741767,,0,0,0.09781184501480311,False,ok,,,14.463421088340784,,200,0,0.09752630698494613,False,ok,,,14.463421088340784,,0,0,0.10380462298053317,True,0.0,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,0,maml_knet,ok,io_error,data_loading,66.36046055364523,,0,0,0.0507802430074662,False,ok,,,-10.768217286124756,,160,0,0.062374939006986097,False,ok,,,-10.768217286124756,,0,0,0.05777097700047307,True,0.0,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,0,mb_kf_nominal,ok,io_error,data_loading,13.652501044709016,,0,0,0.017209741985425353,False,failed,policy_violation,runner,,,,,,False,ok,,,13.652501044709016,,0,0,0.020226369990268722,True,,
