model_id,baseline_mode,is_oracle_kf,init_id,track_id,task_id,scenario_id,seed,x_dim,y_dim,T,q2,r2,inv_r2_db,mse_db,mse,rmse,run_dir
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,6342acad14a9,0,5,5,16,0.001,1.0,-0.0,53.80166307108068,239975.1695049912,489.8726053832682,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_6342acad14a9/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,e430cbdcf2b5,0,5,5,16,0.001,0.01,20.0,69.58858089742802,9096159.975399198,3015.9840807602413,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_e430cbdcf2b5/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,eb80d13a14d9,0,5,5,16,0.001,0.1,10.0,56.888807487183584,488518.2005568327,698.9407704210942,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_eb80d13a14d9/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,ebdd3128c726,0,5,5,16,0.001,10.0,-10.0,39.41515002692087,8740.071846255729,93.48835139339943,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_ebdd3128c726/init_untrained
adaptive_knet,,False,untrained,frozen,A_linear_canonical_v0,fd75d1016844,0,5,5,16,0.001,0.001,30.0,58.94641950697232,784588.5225276995,885.7700167242621,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/adaptive_knet/frozen/seed_0/scenario_fd75d1016844/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,6342acad14a9,0,5,5,16,0.001,1.0,-0.0,4.3358421899812445,2.7138398727799613,1.647373628773983,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_6342acad14a9/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,e430cbdcf2b5,0,5,5,16,0.001,0.01,20.0,4.723894272242102,2.9674911144659655,1.7226407386527132,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_e430cbdcf2b5/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,eb80d13a14d9,0,5,5,16,0.001,0.1,10.0,3.473628088410919,2.2251680158259806,1.4916997069872946,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_eb80d13a14d9/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,ebdd3128c726,0,5,5,16,0.001,10.0,-10.0,8.745264053623256,7.490769014465339,2.7369269289598033,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_ebdd3128c726/init_untrained
kalmannet_tsp,,False,untrained,frozen,A_linear_canonical_v0,fd75d1016844,0,5,5,16,0.001,0.001,30.0,4.673815826115378,2.93346953716146,1.7127374396449269,/home/xynus/bench/runs/all_simple_tiny/A_linear_canonical_v0/kalmannet_tsp/frozen/seed_0/scenario_fd75d1016844/init_untrained
